"DATETIME_ID","TTML","NRCELLS","GNBS","PS_CSSR_NR","SDR_NR","HOSR_NR","CELL_DL_THP_NR","CELL_UL_THP_NR","USER_DL_THP_NR","USER_UL_THP_NR","DL_TRAFFIC_NR","UL_TRAFFIC_NR","PRB_UTIL_DL_NR","PRB_UTIL_UL_NR","DKD5G_NR","LATENCY_NR","PKTLOSSR","CONNECTED_RRC_USER_AVERAGE","RANDOM_ACCESS_SUCCESS","MISSED_PACKET","NUMBER_OF_SAMPLES","TRANSFER_TIME","RB_AVAILABLEUL","RB_AVAILABLEDL","RB_USEDUL","RB_USEDDL","ULTRAFFICVOLUME","DLTRAFFICVOLUME","USERULRMVSMALLPKTTRANSFERTIME","USERULRMVLASTSLOTTRAFFICVOLUME","USERDLRMVLASTSLOTTRANSFERTIME","TOTAL_PACKET","USERDLRMVLASTSLOTTRAFFICVOLUME","CELLULTRAFFICVOLUME","CELLDLTRANSFERTIME","CELLDLTRAFFICVOLUME","INTERSGNBPSCELLCHANGEATTEMPT","INTERSGNBPSCELLCHANGESUCCESS","INTRASGNBPSCELLCHANGEATTEMPT","INTRASGNBPSCELLCHANGESUCCESS","SGNBRELEASE","SGNBTRISGNBABNORMALRELEASE","SGNB_ADDITION_ATTEMPT","RANDOM_ACCESS_ATTEMPT","SGNB_ADDITION_SUCC","CELLULTRANSFERTIME","AVAILABLE_TIME","TOTAL_TIME","CONNECTED_RRC_USER_MAX","RASR_NR","RANDOM_ACCESS_SUCCESS_NR","RANDOM_ACCESS_ATTEMPT_NR","EN_DC_SR_NR","SGNB_ADDITION_SUCCESS_NR","SGNB_ADDITION_ATTEMPT_NR","DLDELAY_GNBDU_CELL","ULDELAY_GNBDU_CELL","DLRELPSR_UU","ULRELPSR_UU"
2025051200,"Mobifone",8325,2805,78.4,0.33,97.52,81.71,12.37,203.74,3.45,711849736.76,76005454.47,2.95,2.68,99.92,17996,0,44352.5,156083396,6454870,99432034389,223672392724480,483279407493642,1804540177391998,12950491927822.8,53147427214367.5,76005454.47,711849736.76,12981338814088,44729988027502.48,2273523119529.5,170606258000,463199242334814.45,526513768409997,31887043027892,2605496333123420.69,49498979,48342758,22472622,22440208,125868193,410460,389296,196675818,384580,42575065801696,5028596311,5032676724,109801,82.09,284260632,346279631,99.77,4993846400968,5005432022928,,,,
2025051300,"Mien Bac",1777,607,100,0.23,93.74,89.14,10.83,119.67,1.65,89257777.41,13694325.96,1.77,2.4,98.84,16450.22,0,13644.6,,1578128,43949774491,90372943440896,9930316483697,43094995369624,238683389900.8,763520400665.24,13694325.96,89257777.41,7547104261714,12464229588782,983147430232,101830466000,117654930425321.69,141954127746504,8204371833688,731353523558312,11685118,10976702,10078296,10057248,61794610,143970,,,,13109895919128,150914900,152681570,44643,92.45,68996923,74628560,99.77,3874565510993,3883376277892,,,,
2025051300,"Mien Nam",5565,1866,78.53,0.33,99.09,84.33,12.18,221.49,4.36,548355627.32,41602396.24,3.02,2.69,99.83,18130.25,0.01,66231.21,162559973,3305220,46264764446,104848950114304,477959909009035,1777855554826169,12833753680989.89,53741482040834.95,41602396.24,548355627.32,3182390416506,13863538334096.06,619395840846,56295959000,137188231088663.15,205649240783560,13641362702464,1150416351501939.3,26590743,26367776,10703773,10695913,78744972,256209,27902195,206241001,27798159,16890486563728,4925857520,4934336427,158359,79.22,203157399,256445597,99.78,1672512452943,1676189114333,,,,
2025051300,"Mien Trung",1139,383,84.57,0.3,98.66,77.38,15.01,287.76,6.72,103416105.49,22120868.58,2.34,2.06,99.86,11975.78,0,13813.32,768694,261927,11488792572,17198408155136,6151832055198,23585086819236,126560172918.61,551021994228.34,22120868.58,103416105.49,3561322068858,23946269226508.75,782545981727.5,12932760000,225184212736470.95,186922059679020,10480250080220,810953928459008,23093337,22810260,6686883,6679234,29062053,87404,160409,895178,157972,12452825369672,141564358,141756663,24598,77.4,22131112,28592373,99.89,74870209896,74953783613,,,,
2025051300,"Mobifone",8481,2856,78.55,0.29,97.89,83.3,12.59,201.26,3.52,741029510.23,77417590.77,2.98,2.67,99.8,16709.01,0,93689.13,163328667,5145275,101703331509,212420301710336,494042057547930,1844535637015029,13198997243809.3,55056024435728.53,77417590.77,741029510.23,14290816747078,50274037149386.81,2385089252805.5,171059185000,480027374250455.79,534525428209084,32325984616372,2692723803519259.3,61369198,60154738,27468952,27432395,169601635,487583,28062604,207136179,27956131,42453207852528,5218336778,5228774660,227600,81.82,294285434,359666530,99.78,5621948173832,5634519175838,,,,
2025051400,"Mien Bac",1781,609,100,0.2,93.17,91.16,10.43,178.25,1.8,90839046.62,13028854.93,1.87,2.47,98.58,17200.33,0,13570.1,,1613966,46797563841,100616678959104,9936146168875,43119207983150,245455953050.92,807962088836.57,13028854.93,90839046.62,5424595342751,9772785810435,625131064094,101891662000,111428465754437.07,137587494601863,8171618530088,744956621303568,11286967,10535963,9831538,9812836,62759283,126119,,,,13195936098808,150673122,152842619,42096,93.36,70600150,75621506,99.87,4329761662425,4335438146680,,,,
2025051400,"Mien Nam",5646,1893,78.52,0.33,99.19,87.45,12.63,232.39,4.73,575052197.81,43128825.88,3.05,2.66,99.89,14731.15,0,61633.86,170495520,1544882,49187999038,90574500847616,491859438324718,1829446232864307,13084463212902.13,55787568287187.86,43128825.88,575052197.81,2893734839567,13696388592011,606479741581,56627552000,140937553809910.37,212082500758293,13602246933564,1189516956712108.02,53170758,52760763,19591723,19583876,168462647,560076,91330311,216369074,91002626,16797310487696,5011975239,5017469241,180233,79.53,211390114,265800867,99.86,1811531872651,1814159410847,,,,
2025051400,"Mien Trung",1143,384,83.72,0.3,96.35,77.85,15.09,288.76,6.99,105417984.64,22367880.86,2.32,1.95,99.91,12040.52,0,13897.71,757988,294279,11460801484,17249255956480,6335565080757,24269137794231,123364944348.72,562539249477.86,22367880.86,105417984.64,3604437718053,25198664628755,804650909616,12958964000,232351627093327.22,189071069524968,10615001556056,826430312590288,23877125,23030532,6703444,6695965,29457496,88402,479872,897751,475810,12526906675984,143785478,143920800,25251,76.67,22135712,28872473,97.63,76361680021,78216519983,,,,
2025051400,"Mobifone",8570,2886,78.54,0.3,97.64,85.24,12.67,238.04,4.08,771309229.07,78525561.66,3.01,2.65,99.85,15519.59,0,89101.67,171253508,3453127,107446364363,208440435763200,508131149574350,1896834578641688,13453284110301.77,57158069625502.29,78525561.66,771309229.07,11922767900371,48667839031201,2036261715291,171478178000,484717646657674.66,538741064885124,32388867019708,2760903890605964.02,88334850,86327258,36126705,36092677,260679426,774597,91810183,217266825,91478436,42520153262488,5306433839,5314232660,247580,82.13,304125976,370294846,99.84,6217655215097,6227814077510,,,,
2025051500,"Mien Bac",1763,604,100,0.2,93.44,90.83,10.39,185.52,1.76,90634561.46,12948210.09,1.87,2.49,98.87,16251.89,0,13511.21,,1528806,46460625914,94384126909440,9942423151937,43154420841043,247952811973.99,807001321470.98,12948210.09,90634561.46,5489470367175,9637172334136,599076841462.5,101955640000,111143639395030.86,137178433564248,8183934567108,743361678368288,10981601,10279154,9898353,9880565,63083631,124040,,,,13197760585668,149857038,151567089,42121,93.71,71533008,76336628,99.95,4856305548762,4858800638101,,,,
2025051500,"Mien Nam",5837,1959,78.36,0.36,99.17,87.62,12.7,300.08,5.88,594777587.75,44261662.04,3.07,2.7,99.78,15015.96,0,64205.29,175703016,2268917,50553492712,94888683397120,507039917652394,1885895777603967,13682413138211.72,57924820964056,44261662.04,594777587.75,3152643541987,18546396153020.69,480147382497,57150766000,144080259415375.18,216789345076164,13987575725804,1225532018686461,54810230,54375081,19908648,19900600,172004829,623550,93915933,223472431,93599520,17070840525488,5248488343,5259808657,187627,79.36,216818281,273225308,99.76,1665034795700,1669000461001,,,,
2025051500,"Mien Trung",1143,384,83.76,0.33,95.43,78.41,15.18,293,6.99,107022221.24,22584838.92,2.33,2.01,99.96,13563.46,0,13959.05,765698,242970,11741148264,19906321100800,6345138175698,24304381322966,127727937143.46,565851854182.61,22584838.92,107022221.24,3637757403251,25428159526193.25,809636281015,12953877000,237220883856083.59,190892139882425,10706747391032,839563255863568,26357456,25181381,6924267,6916276,29535477,96029,489828,906984,485958,12574031114196,145675261,145729494,25333,77.49,22472245,29001556,95.98,76899933654,80124692143,,,,
2025051500,"Mobifone",8743,2947,78.38,0.32,97.4,85.42,12.72,260.71,4.37,792434370.45,79794711.04,3.04,2.69,99.76,15387.14,0,91675.55,176468714,4040693,108755266890,209179131407360,523327478980029,1953354579767976,14058093887329.17,59297674139709.59,79794711.04,792434370.45,12279871312413,53611728013349.94,1888860504974.5,172060283000,492444782666489.62,544859918522837,32878257683944,2808456952918317,92149287,89835616,36731268,36697441,264623937,843619,94405761,224379415,94085478,42842632225352,5544020642,5557105240,255081,82.11,310823534,378563492,99.85,6598240278116,6607925791245,,,,
2025051600,"Mien Bac",1772,605,100,0.32,35.74,90.48,10.25,181.25,1.64,89951655.35,12684903.4,1.91,2.54,98.76,16117.72,0,13447.67,,1989575,47267739043,95231006518272,9984065810115,43317493305700,253121675394.12,825690625861.84,12684903.4,89951655.35,5589559672327,9192512949274,590514715021.5,102354028000,107032739003703.43,135799477913440,8155584180656,737916767202080,48471727,17354456,15966705,15940439,41392520,131394,,,,13247902665864,150627792,152518023,41630,93.14,66742216,71660326,99.87,1329657368669,1331430993189,,,,
2025051600,"Mien Nam",5809,1951,78.09,0.36,99.23,88.03,12.75,359.88,6.31,600647860.1,44731718.4,3.06,2.69,99.92,14262.82,0,64511.67,183705543,1462249,51541151064,91890267699200,516233215261457,1920055609910810,13896901211985.55,58739721590587.73,44731718.4,600647860.1,3263636362042,20606994879684.2,395510212768,57222045000,142337342103981.79,219607000689920,13944596741324,1227504997885372,58164305,57742114,20869315,20860830,176417408,638382,96271774,234465457,95946642,17229096672324,5230952419,5234971968,190849,79.1,225046913,284521327,99.47,1552327195346,1560525133235,,,,
2025051600,"Mien Trung",1146,385,84.98,1.11,74.02,77.95,15.29,293.92,6.92,106712284.08,22851360.52,2.4,2.14,99.79,13632.48,0,14176.81,850692,234473,11949820848,20363214565376,6246074079647,23936756134818,133514214202.75,575301516048.54,22851360.52,106712284.08,3730180221117,25822971976984.25,811843923041,12958820000,238614930630478.75,193246353743169,10722147607240,835745814860624,36867312,27321790,7296076,7287700,30072185,333657,518052,993240,513994,12640223340736,145553350,145864800,26276,78.21,23697098,30299884,98.89,84687750509,85640294141,,,,
2025051600,"Mobifone",8727,2941,78.11,0.45,71.3,85.34,12.72,271.42,4.42,797311799.53,80267982.32,3.03,2.68,99.89,14986.41,0,92136.15,184556235,3686297,110758710955,207484488782848,532463355151219,1987309859351328,14283537101582.42,60140713732498.11,80267982.32,797311799.53,12583376255486,55622479805942.45,1797868850830.5,172534893000,487985011738163.97,548652832346529,32822328529220,2801167579948076,143503344,102418360,44132096,44088969,247882113,1103433,96789826,235458697,96460636,43117222678924,5527133561,5533354791,258755,81.63,315486227,386481537,99.63,2966672314524,2977596420565,,,,
2025051700,"Mien Bac",1772,605,100,0.36,35.01,90.58,9.91,178.64,1.67,83346234.52,11844860.01,1.66,2.16,99.25,14823.56,0,11700.26,,1785840,42082337087,77976269693952,10074677142549,43689807876391,217560387128.91,723459339877.67,11844860.01,83346234.52,5490441098910,9163807556782,571839373985,103231179000,102150818561018.58,123509510124392,7539020587600,682862046306520,45196829,15850179,14210897,14188326,30313711,108012,,,,12460652550840,151704167,152849682,35029,91.99,51814705,56324382,99.78,498306562214,499399229955,,,,
2025051700,"Mien Nam",5750,1930,77.75,0.36,99.18,88.48,12.77,368.43,6.61,576172984.42,43844834.05,2.93,2.58,99.98,13161.51,0,60901.81,172386855,1342830,51937151592,85446403219456,513862469092361,1911253017325078,13258781220009.29,55999657882863.38,43844834.05,576172984.42,3179549544239,21005944417763.89,375214841085,57385081000,138238754469695.06,220700885721935,13715645885668,1213592736399624,55898004,55462292,19850894,19842537,166950261,605515,89781737,220938139,89470216,17283600551388,5164740823,5165697546,178140,78.91,213412332,270434705,99.63,1299697141771,1304510765469,,,,
2025051700,"Mien Trung",1146,385,85.03,1.09,99.14,79.22,15.13,290.73,7.04,105018192.44,22490639.43,2.4,2.1,99.77,11874.56,0,13596.69,832607,316918,12244872796,18175313608704,6163569319288,23624995879294,129665171043.34,566714207102.42,22490639.43,105018192.44,3656862683017,25731121976056.5,795092978234.5,12871951000,231160297759936.61,190288202406560,10408131063456,824503185278912,27073978,26873624,7256362,7247677,29245088,320056,475743,974914,473691,12580327666744,145606140,145940943,25852,78.49,23559649,30016740,99.91,89641079419,89725922371,,,,
2025051700,"Mobifone",8668,2920,77.79,0.46,76.53,85.94,12.63,270.67,4.53,764537411.38,78180333.49,2.9,2.57,99.96,13671.41,0,86198.76,173219462,3445588,106264361475,181597986522112,530100715554198,1978567821080763,13606006778181.54,57289831429843.47,78180333.49,764537411.38,12326853326166,55900873950602.39,1742147193304.5,173488211000,471549870790650.25,534498598252887,31662797536724,2720957967985056,128168811,98186095,41318153,41278540,226509060,1033583,90257480,221913053,89943907,42324580768972,5462051130,5464488171,239021,80.94,288786686,356775827,99.68,1887644783404,1893635917795,,,,
2025051800,"Mien Bac",1775,607,100,0.36,33.51,92.26,9.73,179.94,1.57,80701826.24,11286174.14,1.61,2.07,99.18,14617.66,0,11046.53,,1752675,41155011766,75198732588667,10080511387485,43713857361520,208661587651.05,705879317916.48,11286174.14,80701826.24,5707336937931,8958258109599,543278036569,103293801000,97755445850486.58,117818575876232,7166877547472,661211074469048,43287177,14529617,12887994,12867105,28650951,103142,,,,12106047498884,151290540,152537137,33619,91.79,48259597,52574448,99.81,618772306241,619944132969,,,,
2025051800,"Mien Nam",5755,1932,76.65,0.37,99.32,90.72,12.39,369.68,6.68,551838842.61,41152706.35,2.83,2.46,99.95,14233.85,0,55654.51,153594305,1148970,50427312312,89721864132608,513294093525608,1909112062849902,12608844928991.4,54046688597633.08,41152706.35,551838842.61,2914419886892,19472667211344.65,351498882776,56903465000,129942637624528.45,206503790814839,12690313760216,1151224141172814,49709207,49390512,17587089,17580006,148729906,548081,80500029,199651156,80206862,16663164789576,5176995207,5179702855,164355,78.01,190563602,244292608,99.64,1078063872727,1081971096240,,,,
2025051800,"Mien Trung",1146,385,86.19,1.01,97.39,80.66,14.82,300.25,7.39,101294085.9,21673727.02,2.22,1.87,99.9,11935.75,0,12699.39,758648,314903,11264111616,16805698473984,6282828515193,24066407807358,117737751903.86,535386962373.71,21673727.02,101294085.9,3398264940816,25103411439945.5,743144681130,12847404000,223131135781635.68,182962383347334,9858948704928,795183664995744,25667329,25026684,6561117,6553445,26898833,271415,431266,877887,430145,12347409627116,145740377,145888695,24901,77.81,21203049,27250719,99.89,67194797498,67271770715,,,,
2025051800,"Mobifone",8676,2924,76.69,0.45,74.88,87.75,12.34,275.24,4.45,733834754.76,74112607.51,2.8,2.44,99.93,14135.74,0,79400.43,154352953,3216548,102846435694,181726295195259,529657433428286,1976892328018780,12935244268546.31,55287954877923.27,74112607.51,733834754.76,12020021765639,53534336760889.15,1637921600475,173044670000,450829219256650.71,507284750038405,29716140012616,2607618880637606,118663713,88946813,37036200,37000556,204279690,922638,80931295,200529043,80637007,41116621915576,5474026124,5478128687,222875,80.23,260026248,324117775,99.71,1764030976466,1769186999924,,,,
2025051900,"Mien Bac",1783,610,100,0.39,36.58,90.21,10.18,181.78,1.52,86567301.51,12337460.57,1.84,2.41,98.95,15464.83,0,12924.38,,2002636,45731001390,88402767081472,10102365580969,43796493719927,243386305430.55,804071466192.64,12337460.57,86567301.51,5956126765054,9071145403801,555246379732,103532911000,100934828660987.29,131860512411408,7872357271140,710201714034432,49474278,18128324,15764030,15738283,32696289,126401,,,,12953782948908,151296804,152901020,40019,92.56,58615570,63327962,99.81,687714740390,689021449330,,,,
2025051900,"Mien Nam",5894,1976,78.46,0.36,99.24,87.3,12.71,365.16,6.39,595407358.29,44520964.81,3.03,2.7,99.86,14193.48,0,65130.86,181752952,1548629,50893851058,90295094781952,521178890936894,1938421386413386,14059669239628.01,58662982045909.8,44520964.81,595407358.29,3272225461260,20897222000907.37,389117102083.5,57275720000,142088584940670.72,217192384205071,13878534641552,1211626936605584,56445903,56039366,20323377,20315207,174884188,623097,96181102,230809251,95837710,17094355359680,5324489147,5331825412,189706,79.43,221935837,279411761,99.65,1278229834521,1282755907245,,,,
2025051900,"Mien Trung",1143,384,84.21,0.7,96.12,76.89,15.14,219.68,5.82,101264830.99,22317835.75,2.36,2.11,99.93,14869.17,0,13631.21,818491,265544,11100077560,20631118643200,5948382137177,22830413119323,125320710617.2,539098412872.43,22317835.75,101264830.99,3370265652417,19631322542929.38,1005592714516,12948920000,220906031157614.68,188520677800942,10324999347312,793861571089456,26756149,25745774,6868748,6860986,28858158,201961,488937,965272,485590,12452731284736,141977465,142081200,24845,78.58,21966595,27954635,99.88,77170113143,77263511880,,,,
2025051900,"Mobifone",8820,2970,78.49,0.4,75.23,84.66,12.65,237.92,3.94,783239490.78,79176261.13,2.99,2.69,99.84,14802.81,0,91686.45,182571443,3816809,107724930008,199328980506624,537229638655040,2005048293252636,14428376255675.76,60006151924974.86,79176261.13,783239490.78,12598617878731,49599689947637.74,1949956196331.5,173757551000,463929444759272.69,537573574417421,32075891260004,2715690221729472,132676330,99913464,42956155,42914476,236438635,951459,96670039,231774523,96323300,42500869593324,5617763416,5626807632,254570,81.61,302518002,370694358,99.71,2043114688054,2049040868455,,,,
2025052000,"Mien Bac",1791,612,100,0.37,54.93,90.64,10.26,186.55,1.77,90407708.51,12793418.32,1.93,2.56,98.81,15108.22,0,13452.06,,2469856,48484027243,91563419160064,10201256226580,44217577588390,261095965630.67,853882433797.07,12793418.32,90407708.51,5323152873093,9423615483034,556537776045.5,104570643000,103823453320110.29,137368789086032,8186720838628,742015711283472,39387254,21671567,17093230,17064717,34294313,127656,,,,13390700581652,152555511,154391061,41110,92.77,63557540,68513427,99.7,829068467450,831598407358,,,,
2025052000,"Mien Nam",6097,2046,78.68,0.37,99.25,84.95,12.23,355.52,5.65,613571119.82,45070953.33,3.08,2.84,99.83,18989.82,0.01,67444.82,188025641,4746916,51463456326,122160207976448,544119150734796,2023637573886681,15469230690557.65,62233387348605.53,45070953.33,613571119.82,3591868654492,20288472738222.46,376824844142.5,57381095000,133970308734045.63,211250560736699,14241386467404,1209862882508146.36,57506012,57098184,20532041,20523380,179838275,665362,99714731,238093678,99347335,17266267105096,5582811777,5592081819,196175,79.21,229015730,289115314,99.81,1261446227331,1263837907728,,,,
2025052000,"Mien Trung",1143,384,83.42,0.32,99.31,76.59,15.19,175.87,4.47,102207989.39,22483135.5,2.35,2.15,99.88,12781.06,0,13806.62,786875,270079,11135208692,17789973803008,5949426567480,22834947620155,127811169296.07,536913463735.05,22483135.5,102207989.39,3249058883119,14526156492727.5,1249426666128,12959616000,219735168385920.95,189897170406930,10466357832400,801619773845816,26218981,26067375,6862913,6855184,28972669,92458,475072,935241,471035,12503910173744,141934072,142106400,24902,78.18,22036229,28186169,99.9,77393870997,77474965956,,,,
2025052000,"Mobifone",9031,3042,78.7,0.36,85.07,83.71,12.48,209.61,3.64,806186817.72,80347507.14,3.04,2.83,99.81,16673.24,0,94703.5,188812516,7486851,111082692261,231513600939520,560269833528856,2090690099095226,15858137825484.39,63624183246137.65,80347507.14,806186817.72,12164080410704,44238244713983.96,2182789286316,174911354000,457528930440076.86,538516520229661,32894465138432,2753498367637434.36,123112247,104837126,44488184,44443281,243105257,885476,100189803,239028919,99818370,43160877860492,5877301360,5888579280,262187,81.54,314609499,385814910,99.77,2167908565778,2172911281042,,,,
2025052100,"Mien Bac",1796,614,100,0.37,72.84,91.82,10.27,186.36,1.79,93741367.14,12885427.49,2.01,2.6,98.97,15239.15,0,13832.39,,2412642,50516548067,96228649971568,10237801191542,44371279845770,266455142007.93,893694599254.23,12885427.49,93741367.14,5190387297527,9281073588530,563499995375.5,104931854000,105014699827423.32,138728809370096,8380023579196,769440957288200,31509046,22989122,17299652,17270400,34202539,126835,,,,13501920528280,152969238,154557294,42027,93.01,64168807,68987869,99.78,822071529681,823879346573,,,,
2025052100,"Mien Nam",6099,2048,78.44,0.36,99.22,86.58,12.41,359.38,6.16,626534148.84,45586089.23,3.04,2.77,99.96,16055.33,0,66948.26,186737944,2794685,52113822228,104588084371456,556509014988400,2069657864772735,15407844203468.68,63006845724115.95,45586089.23,626534148.84,3379749110047,20802363790123.64,390465896090,57400583000,140324612997673.94,214464190766705,14266390282372,1235156840186936,56764243,56344492,20168292,20160358,178744428,639793,99537259,237182077,99167885,17278611265384,5598458067,5600484840,195955,79.29,226934685,286219367,99.71,1238573152405,1242209362962,,,,
2025052100,"Mien Trung",1146,385,83.78,0.33,99.55,77.67,15.23,177.46,4.65,105840547.06,22896466.9,2.33,2.04,99.85,22150.38,0,14032.45,737951,235822,11550695216,31981533892608,6156741301347,23604077232232,125864974594.36,550636882607.85,22896466.9,105840547.06,3397543748198,15800549427690.63,1294277414492.5,12945174000,229681620343864.58,193221240756304,10690591689404,830286648884816,26699271,26607788,6967464,6959691,29255032,97828,469158,873259,465124,12684457978652,145800414,146016339,25382,77.85,22198955,28514705,99.87,77682431295,77782862670,,,,
2025052100,"Mobifone",9041,3047,78.46,0.36,92.05,85.04,12.57,211.29,3.83,826116063.04,81367983.62,3.02,2.76,99.94,16310.81,0,94813.1,187475895,5443149,114181065511,232798268235632,572903557481289,2137633221850737,15800164320070.97,64451177205978.03,81367983.62,826116063.04,11967680155772,45883986806344.26,2248243305958,175277611000,475020933168961.83,546414240893105,33337005550972,2834884446359952,114972560,105941402,44435408,44390449,242201999,864456,100006417,238055336,99633009,43464989772316,5897227719,5901058473,263364,81.65,313302447,383721941,99.74,2138327113381,2143871572205,,,,
2025052200,"Mien Bac",1794,615,100,0.35,80.1,91.2,10.31,178.23,1.79,94254322.73,13120801.08,2.01,2.64,98.73,14779.28,0,13976.66,,2407766,49790937460,91984305075200,10232939642358,44350508110077,270388956626.92,889991770083.02,13120801.08,94254322.73,5222351461948,9341213699298,561154440251.5,104881089000,100014494366482.19,141443901650336,8487534391400,774090869025472,29069575,23323070,17713561,17683340,37020643,130431,,,,13715818249360,152706863,154664557,42021,93.09,67598322,72612495,99.78,1103153261073,1105612475910,,,,
2025052200,"Mien Nam",6217,2086,78.34,0.36,99.21,86.55,12.69,339.53,6.2,645870529.36,48310544.75,3.07,2.93,99.89,13840.17,0,68734.79,194925331,1845444,52375805553,90611270559744,564021669597287,2097576784948834,16517499750039.42,64457258555050.02,48310544.75,645870529.36,3413158654356,21162775711508.91,401008061344.5,57630632000,136154455817546.02,220534577483848,14474611343180,1252718951089907.5,59830373,59382819,20913503,20905179,185956866,663242,103442116,247942957,103083881,17382200721072,5735131840,5741516529,202088,79.29,235854336,297443862,99.83,1303993792409,1306263174370,,,,
2025052200,"Mien Trung",1146,385,83.11,0.32,99.49,77.71,15.26,174.2,4.7,106277192.02,22939684.97,2.33,1.99,99.97,12272.1,0,14056.76,805362,278714,12034781884,18461510840320,6337769602050,24277360056836,125934830850.73,564533319423.02,22939684.97,106277192.02,3366603826387,15832295953130,1281738279702,12959500000,223280372168103.06,193807529858131,10726722444904,833606308215360,27115939,27008228,7113285,7105371,29428099,93815,488424,963398,485564,12696339197068,145969893,146019600,25304,78.31,22666864,28944171,99.9,81050502761,81133571555,,,,
2025052200,"Mobifone",9157,3086,78.36,0.35,94.47,84.91,12.69,204.75,3.86,846402044.11,84371030.81,3.04,2.91,99.86,14084.37,0,96768.21,195730693,4531924,114201524897,201057086475264,580592378841695,2166204653115747,16913823537517.06,65911783644556.07,84371030.81,846402044.11,12002113942691,46336285363936.91,2243900781298,175471221000,459449322352131.27,555786008992315,33688868179484,2860416128330739.5,116015887,109714117,45740349,45693890,252405608,887488,103930540,248906355,103569445,43794358167500,6033808596,6042200686,269413,81.73,326119522,399000528,99.81,2488197556243,2493009221835,,,,
2025052300,"Mien Bac",1788,612,100,0.31,97.27,90.9,10.26,175.94,1.81,91979376.24,12852830.65,1.96,2.59,99.1,14723.41,0,13578.51,,2302873,48569866255,89389236365067,10211595181352,44260615588430,264937500330.06,868606881000.72,12852830.65,91979376.24,5071850891365,9185342571335,559025053224.5,104647849000,98356331886119.61,138181417262960,8309970481352,755378371343336,20871639,20338680,16832814,16802956,39782804,124869,,,,13473567008376,152303076,153691834,41683,93.31,66629353,71408859,99.83,1459218338201,1461763346590,,,,
2025052300,"Mien Nam",6250,2096,78.71,0.34,99.08,85.93,12.64,336.01,5.88,661007803.19,49783828.92,3.11,3.05,99.9,15986.65,0,70222.49,204428513,2441805,53458017780,106826814529536,570276832036334,2120825892679350,17378524576466,66043693615887.49,49783828.92,661007803.19,3695747870494,21737369379171.71,421829779403.5,57872998000,141740252929081.09,224137190095671,14915135328560,1281687967548930.24,63952370,63389837,22044840,22035979,194484507,652243,107397705,258872873,107043386,17726076003348,5784202193,5789805308,205639,79.43,247928076,312141014,99.82,1330683651715,1333141209700,,,,
2025052300,"Mien Trung",1146,385,83.9,0.3,99.29,77.65,15.45,175.41,4.88,105572590.57,23048156.06,2.39,2.19,99.93,11304.48,0,14253.35,811562,272982,12369044172,17478199644160,6318446769968,24205111823672,138189646815.66,578891450555.14,23048156.06,105572590.57,3398267340978,16591491192120.25,1265359755041.5,12951360000,221961341906149.37,195148069674404,10656376681944,827467538919568,28576199,28405772,7545686,7537292,30201513,91014,514595,959104,510218,12628247338000,145894265,145997103,26026,78.99,24019680,30406963,99.92,95423042730,95502624868,,,,
2025052300,"Mobifone",9184,3093,78.73,0.33,98.78,84.55,12.72,205.71,3.91,858559770,85684815.63,3.08,3.03,99.88,14944.06,0,98054.35,205240075,5017660,114396928207,213694250538763,586806873987654,2189291620091452,17781651723611.72,67491191947443.34,85684815.63,858559770,12165866102837,47514203142626.96,2246214587669.5,175472207000,462057926721350.06,557466677033035,33881482491856,2864533877811834.24,113400208,112134289,46423340,46376227,264468824,868126,107912300,259831977,107553604,43827890349724,6082399534,6089494245,273348,81.79,338577109,413956836,99.82,2885325032646,2890407181158,,,,
2025052400,"Mien Bac",1776,608,100,0.28,95.31,91.51,9.88,172.67,1.8,85736901.85,11882227.28,1.78,2.28,99.33,15257.16,0,11975.77,,2074468,44557005038,84976665246208,10174047735345,44098558029360,231582817734.05,785441620530.35,11882227.28,85736901.85,4803353257518,8637910025351,542245042369.5,104262356000,93630225381505.27,125061889796272,7686513263560,703428721179584,18003908,17189132,14662632,14637982,35363147,98191,,,,12658166430364,152064586,153089255,36205,92.76,56485263,60895620,99.85,986036400723,987543504655,,,,
2025052400,"Mien Nam",6251,2097,78.37,0.34,96.21,87.56,12.6,333.32,5.9,639533736.89,48166350.57,2.98,2.88,99.95,14131.31,0,65748.09,187675639,1468081,54102709184,95567754506240,574831842170247,2137723295252002,16531322088785.05,63800636633054.4,48166350.57,639533736.89,3497976598684,20624926174527.59,406015473311.5,57554798000,135334483909733.27,222067577886201,14406832437280,1261435011691617.47,61025573,58737047,20294925,20286531,178973313,603096,97914165,238672260,97588933,17630918209988,5788295948,5790912825,191976,79.33,229711199,289553588,99.64,1188403018124,1192656427552,,,,
2025052400,"Mien Trung",1146,385,82.42,0.31,99.46,79.38,15.19,177.85,5.11,104399073.26,22528591.24,2.36,2.03,99.72,11755.74,0,13475.37,775264,256543,12173209844,17888140386304,6344574842443,24301994364496,128551552129.69,574457912629.81,22528591.24,104399073.26,3291454761034,16817455728924,1248634987809.5,12948294000,222065131873555.11,190754958036250,10313550839436,818733084009712,27447205,27330746,7260516,7252274,28821261,88118,481133,930484,475950,12554110986624,145586452,145994562,25118,78.33,23336728,29794597,99.89,89023729265,89126209802,,,,
